Iteration,Loss
10,2.081146
20,1.9879583
30,2.0940251
40,2.0018506
50,1.9534538
60,2.0139883
70,2.1142433
80,2.083043
90,2.1582506
100,2.0273607
110,2.1103976
120,2.1756105
130,2.1725452
140,2.1773071
150,2.1626673
160,2.1773071
170,2.1773071
180,2.1773071
190,2.1773074
200,2.1773071
210,2.1773074
220,2.1773074
230,2.1737638
240,2.1773071
250,2.1773071
260,2.1773071
270,2.1773074
280,2.1773071
290,2.1773071
300,2.1773074
310,2.1773071
320,2.1773071
330,2.1773071
340,2.1773071
350,2.174524
360,2.1773071
370,2.171297
380,2.0164945
390,2.0943346
400,2.1522908
410,2.1006613
420,2.1389074
430,2.0845883
440,2.1773071
450,2.1773074
460,2.1773071
470,2.1773071
480,2.1773074
490,2.1773071
10,2.1337705
20,2.1669664
30,2.1771786
40,2.0599627
50,1.7816978
60,1.949589
70,2.0659614
80,1.6880982
90,1.3665296
100,1.5238369
110,0.9713497
120,1.2182456
130,0.9861536
140,0.9897836
150,1.1766486
160,1.1106198
170,0.9912038
180,1.0202575
190,1.1467825
200,1.1733849
210,1.1733041
220,1.1571853
230,1.1314151
240,1.1943309
250,0.9723867
260,1.0170889
270,1.1669924
280,1.0227072
290,1.2740437
300,0.97464246
310,0.93184584
320,1.065922
330,1.2389958
340,1.2444941
350,1.2521361
360,1.1723776
370,0.8856828
380,1.6018428
390,0.95853484
400,0.8863754
410,1.2055813
420,1.0252461
430,1.1626849
440,1.0024395
450,1.211962
460,1.3743776
470,1.0501866
480,1.0411755
490,1.0175197
500,1.5206674
510,1.0812016
520,0.893273
530,1.1308379
540,1.2398297
550,1.163617
560,0.81913114
570,1.1969614
580,1.2123711
590,1.1025349
600,1.3578842
610,0.9546735
620,1.4830482
630,1.2539656
640,0.99455434
650,1.1364229
660,1.0631596
670,1.1655993
680,1.1400374
690,1.136436
700,1.2900053
710,1.0197577
720,1.0120926
730,1.3153656
740,1.2607449
750,1.221188
760,1.087422
770,1.1649557
780,0.81330943
790,1.0015604
800,0.695326
810,1.0176238
820,0.8761139
830,1.0531383
840,1.1010957
850,0.9118999
860,1.1399906
870,0.97754717
880,0.93776524
890,1.027041
900,1.2298372
910,1.1683726
920,0.9548481
930,0.9954407
940,1.1161757
950,0.8897147
960,0.7722752
970,1.0508987
980,1.0828552
990,0.99871314
1000,1.2477434
1010,1.0073285
1020,0.9999038
1030,0.93068194
1040,1.047823
1050,0.9985157
1060,1.096746
1070,0.93545943
1080,1.0126958
1090,1.0293491
1100,1.0857364
1110,0.8806307
1120,0.94285226
1130,1.175332
1140,0.72539294
1150,1.1669971
1160,0.7084971
1170,0.875214
1180,0.960909
1190,1.008986
1200,0.8370566
1210,0.8578501
1220,1.2279634
1230,0.94174683
1240,1.0240588
1250,1.0564557
1260,0.848318
1270,0.70432824
1280,0.70527446
1290,1.1844368
1300,0.8122568
1310,0.8987735
1320,0.59518164
1330,0.99008834
1340,1.7327228
1350,1.2520858
1360,0.8639649
1370,0.8202075
1380,0.92121255
1390,1.04336
1400,0.70955884
1410,1.2338738
1420,1.2441294
1430,0.657209
1440,0.72133607
1450,1.1648465
1460,1.0564454
1470,0.9024962
1480,0.88506913
1490,0.9154301
1500,0.6063958
1510,0.89183426
1520,0.8577207
1530,0.95980364
1540,0.91266245
1550,0.724852
1560,0.93816626
1570,0.94578314
1580,0.9174747
1590,1.0829811
1600,0.78105295
1610,1.0133612
1620,0.6974796
1630,0.78032315
1640,0.63430303
1650,0.8748891
1660,0.82933146
1670,0.6922941
1680,1.4371482
1690,0.87846565
1700,0.9310528
1710,1.1179357
1720,0.66266286
1730,1.0823505
1740,0.7003453
1750,0.8081907
1760,0.53165317
1770,0.70370895
1780,1.1079755
1790,0.6278247
1800,0.76746505
1810,0.71797144
1820,1.0537184
1830,1.1554362
1840,0.91386235
1850,0.8708216
1860,0.59137976
1870,1.4195032
1880,0.9354931
1890,0.57386506
1900,0.8592562
1910,0.82971114
1920,0.74959207
1930,0.67976725
1940,1.1781101
1950,0.8203645
1960,0.69191146
1970,0.8625585
1980,0.80010355
1990,0.8644333
2000,0.64405555
2010,0.5578359
2020,0.83859706
2030,0.5369606
2040,0.6336732
2050,0.6272355
2060,0.89284074
2070,0.84607303
2080,0.66751903
2090,0.9141759
2100,0.6942438
2110,0.8298389
2120,0.5255945
2130,0.7903863
2140,0.85243475
2150,0.6403049
2160,0.8819636
2170,0.6766317
2180,0.78306663
2190,0.72256947
2200,0.609161
2210,1.1485524
2220,0.57817066
2230,0.77333164
2240,0.52556866
2250,0.6330193
2260,0.63014925
2270,0.6170322
2280,0.5903317
2290,0.7372315
2300,0.827515
2310,0.80051917
2320,0.7702358
2330,0.7164988
2340,0.7880554
2350,1.0619255
2360,0.4820373
2370,0.65183556
2380,0.7533673
2390,0.5455897
2400,0.9071808
2410,0.84941363
2420,0.64230824
2430,0.5597061
2440,0.5746785
2450,0.72463745
2460,0.5522378
2470,0.86226976
2480,0.5430219
2490,0.4080871
2500,1.0753312
2510,0.6849687
2520,1.3289311
2530,1.1249026
2540,0.6529837
2550,0.83872277
2560,0.63259906
2570,0.8698582
2580,0.77594674
2590,0.8063885
2600,0.61901546
2610,0.616895
2620,0.7575325
2630,0.63437724
2640,0.578965
2650,0.5077764
2660,0.83042645
2670,0.80577105
2680,0.6043488
2690,0.89671624
2700,0.7770864
2710,1.0380869
2720,0.5495864
2730,0.8237041
2740,0.6799758
2750,0.48807558
2760,0.6501051
2770,0.83059144
2780,0.6479677
2790,0.71475744
2800,0.42510733
2810,0.89002
2820,0.6813663
2830,0.79854053
2840,0.5739529
2850,0.7856512
2860,0.82943034
2870,0.61708844
2880,0.7879082
2890,0.45883924
2900,0.71433425
2910,0.7105496
2920,0.591745
2930,0.9219072
2940,0.6490699
2950,0.80170196
2960,0.47743022
2970,0.61975384
2980,0.5311427
2990,0.45726073
3000,0.69733787
3010,0.68190455
3020,0.8474405
3030,0.79585147
3040,0.45707124
3050,0.7582395
3060,0.48088688
3070,0.69950175
3080,0.6033606
3090,0.5117512
3100,0.45609808
3110,0.6970782
3120,0.9004093
3130,0.70178133
3140,0.7186028
3150,0.81414163
3160,0.4698728
3170,0.88200474
3180,0.48149717
3190,0.84892833
3200,0.33844903
3210,0.58278346
3220,0.6030388
3230,0.71089494
3240,0.60787994
3250,0.6289212
3260,0.60435444
3270,0.8056684
3280,0.49164256
3290,0.99895006
3300,0.53773564
3310,0.7812531
3320,0.30409727
3330,0.6708517
3340,0.67138743
3350,0.51087725
3360,0.6986941
3370,0.48738566
3380,0.8155521
3390,0.6545404
3400,0.4705373
3410,0.7720965
3420,0.60598385
3430,1.2657825
3440,0.42699522
3450,0.627936
3460,0.5493537
3470,0.5678419
3480,0.8394972
3490,0.5857801
3500,0.5876119
3510,0.8310503
3520,0.30851156
3530,0.5943955
3540,0.5150819
3550,0.63403404
3560,0.51094925
3570,0.5348392
3580,0.4264887
3590,0.43693858
3600,0.74969876
3610,0.6710204
3620,0.76873434
3630,0.81433165
3640,0.43037385
3650,0.6543033
3660,0.6090034
3670,0.8304078
3680,0.33363533
3690,0.6682204
3700,0.5098991
3710,0.51451075
3720,0.47982654
3730,0.5158625
3740,0.6338764
3750,0.69201434
3760,0.558686
3770,0.84349155
3780,0.36760724
3790,0.6555125
3800,0.48830292
3810,0.37788692
3820,0.61621
3830,0.45688334
3840,0.96107054
3850,0.5516619
3860,0.64696264
3870,0.6944431
3880,0.47955516
3890,0.5105436
3900,0.63683057
3910,0.47778997
3920,0.49811858
3930,0.70369947
3940,0.44567904
3950,0.31816465
3960,0.63086784
3970,0.5931696
3980,0.4981782
3990,0.49970546
4000,0.46040556
4010,0.5176625
4020,0.4509104
4030,0.85406584
4040,0.40217972
4050,0.60477626
4060,0.4678313
4070,0.5177935
4080,0.6360779
4090,0.46007589
4100,0.5320866
4110,0.5313216
4120,0.5365316
4130,0.45165136
4140,0.5070709
4150,0.8593826
4160,0.37318993
4170,0.42351323
4180,0.34362224
4190,0.36687288
4200,0.5709796
4210,0.82794213
4220,0.7972141
4230,0.5637609
4240,0.5032195
4250,0.6414176
4260,0.6108122
4270,0.82683164
4280,0.36570382
4290,0.3306865
4300,0.40488848
4310,0.41104323
4320,0.4626292
4330,0.75204957
4340,0.4896369
4350,0.5466846
4360,0.42837763
4370,0.6823045
4380,0.47413975
4390,0.63852113
4400,0.5045068
4410,0.50964445
4420,0.51612395
4430,0.38797683
4440,0.67535126
4450,0.55819595
4460,0.75722003
4470,0.45784006
4480,0.46834898
4490,0.4845947
4500,0.6186433
4510,0.7203787
4520,0.4530061
4530,0.4358885
4540,0.505916
4550,0.51241654
4560,0.67050135
4570,0.6546879
4580,0.6876174
4590,0.5701597
4600,0.45030397
4610,0.75662476
4620,0.4856205
4630,0.54448354
4640,0.48516017
4650,0.7419632
4660,0.43681002
4670,0.4088093
4680,0.74138445
4690,0.66032183
4700,0.49649552
4710,0.57444894
4720,0.31394252
4730,0.7147471
4740,0.54201305
4750,0.82678425
4760,0.4802046
4770,0.48967394
4780,0.36245298
4790,0.41701072
4800,0.7106869
4810,0.5301501
4820,0.6071358
4830,0.6810038
4840,0.44585943
4850,0.60778856
4860,0.47835386
4870,0.60558796
4880,0.4385939
4890,0.5279371
4900,0.45020807
4910,0.39456552
4920,0.62038785
4930,0.47016543
4940,0.8587767
4950,0.45703068
4960,0.4130184
4970,0.43987417
4980,0.5135539
4990,0.52365804
5000,0.52226305
5010,0.41427165
5020,0.3878589
5030,0.47170392
5040,0.6758936
5050,0.4968514
5060,0.49601442
5070,0.6852096
5080,0.36724693
5090,0.8403591
5100,0.5531292
5110,0.53822446
5120,0.38626224
5130,0.44462213
5140,0.4437187
5150,0.55969155
5160,0.5105758
5170,0.6403291
5180,0.48664972
5190,0.691495
5200,0.46955806
5210,0.6157415
5220,0.3911286
5230,0.7633349
5240,0.31393874
5250,0.51583475
5260,0.5065409
5270,0.684853
5280,0.73201895
5290,0.71992856
5300,0.7844074
5310,0.77673334
5320,0.6967979
5330,0.5370642
5340,0.61128914
5350,0.5899309
5360,0.32635462
5370,0.48068833
5380,0.32249895
5390,0.3733927
5400,0.5880593
5410,0.5358687
5420,0.8101791
5430,0.80594873
5440,0.46438888
5450,0.72538745
5460,0.6228593
5470,0.7936655
5480,0.5307367
5490,0.5674402
5500,0.5415545
5510,0.43440622
5520,0.707366
5530,0.64678013
5540,0.6117754
5550,0.4062151
5560,0.36538157
5570,0.6887492
5580,0.54883456
5590,0.5731342
5600,0.5364402
5610,0.46046823
5620,0.53097785
5630,0.27352536
5640,0.71232927
5650,0.82401484
5660,0.8633033
5670,0.4074327
5680,0.31322354
5690,0.59931624
5700,0.41914576
5710,0.78808725
5720,0.22014892
5730,0.42224115
5740,0.43571162
5750,0.44729564
5760,0.7042562
5770,0.64830583
5780,0.5941886
5790,0.5876574
5800,0.30552834
5810,0.6380333
5820,0.6532216
5830,0.6155025
5840,0.3059541
5850,0.5548875
5860,0.5360932
5870,0.41192663
5880,0.5498409
5890,0.4660222
5900,0.50089276
5910,0.58366466
5920,0.35232395
5930,0.3772859
5940,0.3995052
5950,0.62216
5960,0.38089517
5970,0.6070467
5980,0.31449965
5990,0.40325177
6000,0.56893146
6010,0.5528575
6020,0.5026696
6030,0.67043495
6040,0.2975883
6050,0.66448575
6060,0.53244644
6070,0.43493402
6080,0.32516438
6090,0.45425525
6100,0.34831506
6110,0.44369245
6120,0.5360776
6130,0.51553583
6140,0.3968806
6150,0.43722057
6160,0.33686805
6170,0.6950119
6180,0.43664292
6190,0.5233824
6200,0.29770657
6210,0.3973391
6220,0.4962967
6230,0.36373115
6240,0.7520618
6250,0.452098
6260,0.5173005
6270,0.6282027
6280,0.27048403
6290,0.3393559
6300,0.34529376
6310,0.6160319
6320,0.2962633
6330,0.5121185
6340,0.47962734
6350,0.40698642
6360,0.50388837
6370,0.48726487
6380,0.6395236
6390,0.44216594
6400,0.3456188
6410,0.54449284
6420,0.70109475
6430,0.8188497
6440,0.41872877
6450,0.82654727
6460,0.40837455
6470,0.5250013
6480,0.6817183
6490,0.6603765
6500,0.5617613
6510,0.5342626
6520,0.2989761
6530,0.5417282
6540,0.5113801
6550,0.64295244
6560,0.2668214
6570,0.36996037
6580,0.23380588
6590,0.24940658
6600,0.44510776
6610,0.6494953
6620,0.59443724
6630,0.5640064
6640,0.34171516
6650,0.50206286
6660,0.5608555
6670,0.66450256
6680,0.35132656
6690,0.6090822
6700,0.3746763
6710,0.38490367
6720,0.63327354
6730,0.4851743
6740,0.42539638
6750,0.3912159
6760,0.44025964
6770,0.48377743
6780,0.38242406
6790,0.75199044
6800,0.3456495
6810,0.3944599
6820,0.4010399
6830,0.44867817
6840,0.5617219
6850,0.49358535
6860,0.65509784
6870,0.43664542
6880,0.27551204
6890,0.35816854
6900,0.5362859
6910,0.660465
6920,0.2552367
6930,0.4145109
6940,0.42420775
6950,0.39499348
6960,0.51891434
6970,0.6333814
6980,0.67382693
6990,0.4427421
7000,0.5068705
7010,0.7866198
7020,0.34021857
7030,0.59403735
7040,0.24227113
7050,0.26758015
7060,0.44586053
7070,0.25745344
7080,0.5247979
7090,0.41013578
7100,0.7032777
7110,0.4884727
7120,0.34198952
7130,0.5254166
7140,0.26614192
7150,0.8980317
7160,0.38190538
7170,0.5077049
7180,0.42529476
7190,0.4337567
7200,0.64444524
7210,0.51649594
7220,0.43798643
7230,0.5241387
7240,0.21280757
7250,0.2938884
7260,0.4800617
7270,0.5299355
7280,0.22292332
7290,0.44834954
7300,0.34745586
7310,0.31316832
7320,0.515187
7330,0.60575056
7340,0.49704665
7350,0.46041647
7360,0.3789468
7370,0.6082797
7380,0.34303784
7390,0.5476494
7400,0.45370817
7410,0.4565249
7420,0.4036134
7430,0.3277856
7440,0.4841769
7450,0.41464448
7460,0.52723354
7470,0.55279523
7480,0.36157334
7490,0.4850541
7500,0.5797226
7510,0.79321253
7520,0.3240044
7530,0.54291487
7540,0.28418863
7550,0.3445773
7560,0.42914596
7570,0.5915408
7580,0.405999
7590,0.5524184
7600,0.19828306
7610,0.54331964
7620,0.60029
7630,0.6146176
7640,0.41086304
7650,0.530627
7660,0.39306426
7670,0.40488285
7680,0.54514503
7690,0.54883265
7700,0.48128954
7710,0.5356023
7720,0.3172739
7730,0.4591905
7740,0.5501927
7750,0.8041479
7760,0.23318884
7770,0.4873546
7780,0.46097884
7790,0.3808327
7800,0.3767511
7810,0.8033023
7820,0.4826305
7830,0.6876832
7840,0.4976251
7850,0.42056113
7860,0.40277076
7870,0.70050657
7880,0.24261329
7890,0.48630995
7900,0.24347499
7910,0.20554325
7920,0.43865055
7930,0.59049517
7940,0.6922475
7950,0.5846184
7960,0.31638378
7970,0.63225144
7980,0.42911217
7990,0.6922401
8000,0.36366776
8010,0.34717345
8020,0.23730808
8030,0.29489166
8040,0.67359906
8050,0.59080136
8060,0.6851171
8070,0.28952298
8080,0.40335062
8090,0.4062163
8100,0.5552397
8110,0.6017463
8120,0.24948129
8130,0.5422006
8140,0.38517684
8150,0.29957473
8160,0.45029008
8170,0.4781814
8180,0.75783646
8190,0.518875
8200,0.3485201
8210,0.53903294
8220,0.517141
8230,0.5892582
8240,0.2051816
8250,0.6143147
8260,0.33091116
8270,0.33073777
8280,0.47492915
8290,0.48885223
8300,0.49074256
8310,0.5322541
8320,0.400782
8330,0.5767777
8340,0.45549637
8350,0.34906098
8360,0.26203477
8370,0.45332623
8380,0.28151363
8390,0.33318788
8400,0.46872753
8410,0.3976066
8420,0.6641065
8430,0.63390064
8440,0.21342951
8450,0.59614223
8460,0.43161047
8470,0.47331277
8480,0.48255128
8490,0.49039477
8500,0.45994586
8510,0.27078438
8520,0.6219121
8530,0.43184194
8540,0.4505161
8550,0.48828334
8560,0.22313699
8570,0.3622201
8580,0.4213665
8590,0.39791226
8600,0.29236716
8610,0.34978917
8620,0.45983118
8630,0.46467093
8640,0.62475276
8650,0.5168853
8660,0.42086887
8670,0.4389103
8680,0.345517
8690,0.43500012
8700,0.5423756
8710,0.80176055
8720,0.17135198
8730,0.36900985
8740,0.4961035
8750,0.23297673
8760,0.5522212
8770,0.4275585
8780,0.39277095
8790,0.5636699
8800,0.30878454
8810,0.5620176
8820,0.58821535
8830,0.758764
8840,0.30550298
8850,0.33718514
8860,0.3801456
8870,0.24946032
8880,0.47419655
8890,0.39019847
8900,0.41881037
8910,0.6388665
8920,0.25574738
8930,0.46671236
8940,0.5400765
8950,0.59932166
8960,0.4247877
8970,0.47096315
8980,0.32415557
8990,0.36579818
9000,0.3910482
9010,0.5428719
9020,0.44406158
9030,0.48164877
9040,0.41269875
9050,0.447529
9060,0.51499
9070,0.5775821
9080,0.32708603
9090,0.37791538
9100,0.2815985
9110,0.27478674
9120,0.80944765
9130,0.60672486
9140,0.48251694
9150,0.45195085
9160,0.4327615
9170,0.43851918
9180,0.3368252
9190,0.57045877
9200,0.25135136
9210,0.26664907
9220,0.38034266
9230,0.3250697
9240,0.39343047
9250,0.4083776
9260,0.6105943
9270,0.34874505
9280,0.29122588
9290,0.5194732
9300,0.43418437
9310,0.5205356
9320,0.38276803
9330,0.26719025
9340,0.18795872
9350,0.29245114
9360,0.56063277
9370,0.73391753
9380,0.51622576
9390,0.5899221
9400,0.42873
9410,0.5234117
9420,0.46446744
9430,0.6248212
9440,0.31790203
9450,0.28943723
9460,0.33837813
9470,0.23365438
9480,0.4616446
9490,0.5122886
9500,0.60902226
9510,0.5430661
9520,0.3616093
9530,0.565429
9540,0.36039543
9550,0.52428913
9560,0.3651958
9570,0.5057916
9580,0.2487501
9590,0.30475086
9600,0.48087183
9610,0.48924816
9620,0.3249365
9630,0.62237704
9640,0.23604761
9650,0.47103232
9660,0.58030194
9670,0.48206323
9680,0.22856617
9690,0.3896829
9700,0.20668
9710,0.2705691
9720,0.56088436
9730,0.4659019
9740,0.6855008
9750,0.40834364
9760,0.25447834
9770,0.5119362
9780,0.44383395
9790,0.4974994
9800,0.36670804
9810,0.40381336
9820,0.2776274
9830,0.2733779
9840,0.6213232
9850,0.4755149
9860,0.3981486
9870,0.56176525
9880,0.3176816
9890,0.43458086
9900,0.42608875
9910,0.5437672
9920,0.25817692
9930,0.3423671
9940,0.4123936
9950,0.3993986
9960,0.363909
9970,0.56968737
9980,0.50280166
9990,0.40308708
10000,0.24032754
10010,0.49945349
10020,0.3829098
10030,0.550964
10040,0.31822228
10050,0.48633736
10060,0.2767598
10070,0.41641688
10080,0.4174199
10090,0.5486099
10100,0.43809545
10110,0.42657828
10120,0.37257892
10130,0.5406325
10140,0.55287373
10150,0.60301524
10160,0.3569787
10170,0.44223118
10180,0.18997307
10190,0.30750573
10200,0.26934946
10210,0.5715216
10220,0.3986425
10230,0.5546311
10240,0.3265127
10250,0.49820015
10260,0.6115198
10270,0.6160008
10280,0.22335948
10290,0.4072641
10300,0.2795475
10310,0.25471842
10320,0.64834
10330,0.50751877
10340,0.6473865
10350,0.416444
10360,0.3200258
10370,0.41106987
10380,0.52317214
10390,0.45390427
10400,0.25169858
10410,0.5370309
10420,0.3004173
10430,0.2033193
10440,0.62856203
10450,0.5299417
10460,0.61179674
10470,0.61937654
10480,0.25662822
10490,0.43248662
10500,0.47626105
10510,0.68412036
10520,0.1929058
10530,0.25765222
10540,0.30696213
10550,0.43030745
10560,0.5638486
10570,0.5559943
10580,0.40217507
10590,0.39924192
10600,0.29766694
10610,0.377203
10620,0.39760542
10630,0.49273226
10640,0.114077136
10650,0.34694973
10660,0.25873017
10670,0.32060832
10680,0.50792223
10690,0.526749
10700,0.4478719
10710,0.59588706
10720,0.21043459
10730,0.38427848
10740,0.48323748
10750,0.75894535
10760,0.23837799
10770,0.39812988
10780,0.27044225
10790,0.39515033
10800,0.24144775
10810,0.48325673
10820,0.41776246
10830,0.59838223
10840,0.31789094
10850,0.49308267
10860,0.5132891
10870,0.55431455
10880,0.20126921
10890,0.48712188
10900,0.2638374
10910,0.20521498
10920,0.50910723
10930,0.49325836
10940,0.46900752
10950,0.48597938
10960,0.34837317
10970,0.61079514
10980,0.4135849
10990,0.4972272
11000,0.30143446
11010,0.478761
11020,0.36359668
11030,0.39793342
11040,0.39929283
11050,0.41361314
11060,0.4598949
11070,0.3297955
11080,0.35355303
11090,0.41775677
11100,0.5264778
11110,0.41890204
11120,0.2386492
11130,0.41282952
11140,0.17083877
11150,0.30411065
11160,0.37194484
11170,0.6433127
11180,0.46442413
11190,0.44426334
11200,0.1995272
11210,0.47496027
11220,0.48930156
11230,0.44597006
11240,0.23533604
11250,0.3772441
11260,0.24269022
11270,0.22928599
11280,0.55003726
11290,0.43616825
11300,0.54831946
11310,0.34532437
11320,0.39158785
11330,0.48189476
11340,0.37053156
11350,0.6184127
11360,0.28630173
11370,0.2557388
11380,0.26822814
11390,0.27377683
11400,0.40830985
11410,0.53743434
11420,0.44409913
11430,0.44123995
11440,0.27484852
11450,0.6019021
11460,0.2355369
11470,0.52519155
11480,0.19911024
11490,0.2984435
11500,0.27185497
11510,0.40757
11520,0.37436324
11530,0.33848926
11540,0.30145696
11550,0.49230456
11560,0.36908045
11570,0.3832553
11580,0.41885155
11590,0.57660556
11600,0.30952317
11610,0.32169577
11620,0.22218376
11630,0.19606212
11640,0.42486036
11650,0.6015189
11660,0.18223566
11670,0.46104413
11680,0.20756954
11690,0.45801502
11700,0.4601896
11710,0.58178043
11720,0.2711199
11730,0.47026035
11740,0.32611763
11750,0.2972938
11760,0.61075234
11770,0.42287743
11780,0.52781177
11790,0.3848644
11800,0.24425481
11810,0.30531412
11820,0.27114692
11830,0.47054803
11840,0.26712322
11850,0.31200114
11860,0.23680569
11870,0.35724372
11880,0.4443012
11890,0.41902113
11900,0.6788771
11910,0.55489314
11920,0.3314894
11930,0.37564373
11940,0.4502889
11950,0.47770908
11960,0.17131686
11970,0.4160685
11980,0.25636464
11990,0.2698835
12000,0.43654034
12010,0.49550414
12020,0.45237225
12030,0.49555758
12040,0.23402673
12050,0.4090499
12060,0.37092033
12070,0.38062525
12080,0.24372877
12090,0.4724539
12100,0.38161287
12110,0.26605928
12120,0.34847113
12130,0.44798476
12140,0.5274333
12150,0.41997606
12160,0.435416
12170,0.4736263
12180,0.311652
12190,0.4746074
12200,0.22366643
12210,0.2759594
12220,0.30652827
12230,0.29177117
12240,0.44389248
12250,0.33624113
12260,0.34899655
12270,0.55057347
12280,0.39883626
12290,0.291753
12300,0.3784935
12310,1.0573361
12320,0.38024592
12330,0.23208639
12340,0.32899445
12350,0.28448045
12360,0.44482356
12370,0.48751444
12380,0.4799511
12390,0.5423452
12400,0.20795543
12410,0.42626172
12420,0.38584146
12430,1.3538047
12440,0.28206635
12450,0.5423228
12460,0.36407298
12470,0.2360385
12480,0.42542017
12490,0.48515174
12500,0.45432454
12510,0.37110293
12520,0.3090027
12530,0.25714815
12540,0.47612765
12550,0.44416854
12560,0.16262858
12570,0.26630932
12580,0.3317532
12590,0.20319557
12600,0.5757931
12610,0.6319299
12620,0.5027286
12630,0.54627246
12640,0.25088814
12650,0.33159137
12660,0.36820722
12670,0.6898215
12680,0.24396971
12690,0.4408204
12700,0.3045333
12710,0.15815109
12720,0.33873034
12730,0.48204598
12740,0.45317835
12750,0.33264905
12760,0.21038184
12770,0.39778775
12780,0.59038806
12790,0.43383515
12800,0.30519477
12810,0.2226704
12820,0.15593186
12830,0.18500844
12840,0.32166886
12850,0.4256819
12860,0.4608465
12870,0.3829326
12880,0.31588018
12890,0.40622038
12900,0.36686087
12910,0.43461198
12920,0.2986194
12930,0.35950232
12940,0.13995099
12950,0.18848771
12960,0.4395666
12970,0.48653084
12980,0.50516754
12990,0.49210232
13000,0.3115302
13010,0.33152866
13020,0.43412724
